bib,name,status,category,sex,country,St Paul,Ecole  Bel,Ilet Savan,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
7445,Sylvain SOUBADOU,FINISHER,SE H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:51.000+04:00,2025-10-18T08:44:21.000+04:00,2025-10-18T10:11:37.000+04:00,2025-10-18T11:55:31.000+04:00,2025-10-18T13:56:21.000+04:00,2025-10-18T16:19:42.000+04:00,2025-10-18T17:27:16.000+04:00,2025-10-18T18:22:43.000+04:00
7602,Jean Pierre MUSSARD,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:28.000+04:00,2025-10-18T08:56:48.000+04:00,2025-10-18T10:50:14.000+04:00,2025-10-18T12:42:13.000+04:00,2025-10-18T14:33:23.000+04:00,2025-10-18T16:58:18.000+04:00,2025-10-18T17:39:34.000+04:00,2025-10-18T18:23:07.000+04:00
7223,Mickaël COUSIN,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:27:50.000+04:00,2025-10-18T08:38:15.000+04:00,2025-10-18T10:44:15.000+04:00,2025-10-18T12:33:27.000+04:00,2025-10-18T14:34:16.000+04:00,2025-10-18T17:06:06.000+04:00,2025-10-18T17:50:06.000+04:00,2025-10-18T18:23:33.000+04:00
7121,Karine CHAPELIN,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:56.000+04:00,2025-10-18T08:45:39.000+04:00,2025-10-18T10:57:36.000+04:00,2025-10-18T12:50:51.000+04:00,2025-10-18T14:44:28.000+04:00,2025-10-18T17:02:17.000+04:00,2025-10-18T17:38:39.000+04:00,2025-10-18T18:23:37.000+04:00
7145,Samuel GONTHIER,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:25.000+04:00,2025-10-18T08:49:52.000+04:00,2025-10-18T10:53:29.000+04:00,2025-10-18T12:43:48.000+04:00,2025-10-18T14:37:30.000+04:00,2025-10-18T17:07:42.000+04:00,2025-10-18T17:52:37.000+04:00,2025-10-18T18:24:21.000+04:00
7189,Mary Diane JOLICOEUR,FINISHER,M5 F,FEMALE,MU,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:52.000+04:00,2025-10-18T08:54:54.000+04:00,2025-10-18T10:51:00.000+04:00,2025-10-18T12:45:12.000+04:00,2025-10-18T14:31:10.000+04:00,2025-10-18T16:53:33.000+04:00,2025-10-18T17:41:39.000+04:00,2025-10-18T18:24:21.000+04:00
7155,Marine LEPÉCULIER,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:10.000+04:00,2025-10-18T09:02:59.000+04:00,2025-10-18T10:50:36.000+04:00,2025-10-18T12:43:19.000+04:00,2025-10-18T14:38:58.000+04:00,2025-10-18T16:58:51.000+04:00,2025-10-18T17:44:07.000+04:00,2025-10-18T18:24:24.000+04:00
7031,Denis JAHAN,FINISHER,M4 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:16.000+04:00,2025-10-18T09:06:56.000+04:00,2025-10-18T10:58:37.000+04:00,2025-10-18T13:00:22.000+04:00,2025-10-18T14:47:57.000+04:00,2025-10-18T17:09:32.000+04:00,2025-10-18T17:48:09.000+04:00,2025-10-18T18:25:26.000+04:00
7348,Julien GOASDOUE,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:28.000+04:00,2025-10-18T08:52:06.000+04:00,2025-10-18T10:39:25.000+04:00,2025-10-18T12:26:48.000+04:00,2025-10-18T14:29:34.000+04:00,2025-10-18T16:50:12.000+04:00,2025-10-18T17:44:28.000+04:00,2025-10-18T18:25:41.000+04:00
7233,David MONGAZON,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:33.000+04:00,2025-10-18T08:44:49.000+04:00,2025-10-18T10:41:23.000+04:00,2025-10-18T12:54:21.000+04:00,2025-10-18T14:39:54.000+04:00,2025-10-18T17:02:47.000+04:00,2025-10-18T17:44:40.000+04:00,2025-10-18T18:26:16.000+04:00
7552,Louise LOGIE,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:10.000+04:00,2025-10-18T09:04:01.000+04:00,2025-10-18T10:53:18.000+04:00,2025-10-18T12:50:11.000+04:00,2025-10-18T14:43:05.000+04:00,2025-10-18T17:01:13.000+04:00,2025-10-18T17:45:38.000+04:00,2025-10-18T18:26:16.000+04:00
7356,Camille POLLACCHI,FINISHER,SE F,FEMALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:21.000+04:00,2025-10-18T08:54:09.000+04:00,2025-10-18T10:44:51.000+04:00,2025-10-18T12:39:44.000+04:00,2025-10-18T14:20:14.000+04:00,2025-10-18T17:00:34.000+04:00,2025-10-18T17:48:51.000+04:00,2025-10-18T18:26:42.000+04:00
7143,Kévin TANJON,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:22.000+04:00,2025-10-18T08:56:41.000+04:00,2025-10-18T11:04:39.000+04:00,2025-10-18T12:54:07.000+04:00,2025-10-18T14:54:02.000+04:00,2025-10-18T17:16:58.000+04:00,2025-10-18T17:57:16.000+04:00,2025-10-18T18:26:54.000+04:00
7138,Romain BERNASCONI,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:29:26.000+04:00,2025-10-18T08:42:52.000+04:00,2025-10-18T10:39:26.000+04:00,2025-10-18T12:25:34.000+04:00,2025-10-18T14:20:45.000+04:00,2025-10-18T16:56:00.000+04:00,2025-10-18T17:54:04.000+04:00,2025-10-18T18:26:55.000+04:00
7278,Jean HASTOURNY,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:24.000+04:00,2025-10-18T08:53:29.000+04:00,2025-10-18T10:49:06.000+04:00,2025-10-18T12:48:23.000+04:00,2025-10-18T14:44:24.000+04:00,2025-10-18T17:05:50.000+04:00,2025-10-18T17:54:12.000+04:00,2025-10-18T18:27:05.000+04:00
7134,Raymond LIONI,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:41.000+04:00,2025-10-18T08:49:10.000+04:00,2025-10-18T10:49:44.000+04:00,2025-10-18T12:51:42.000+04:00,2025-10-18T14:39:29.000+04:00,2025-10-18T17:03:44.000+04:00,2025-10-18T17:46:08.000+04:00,2025-10-18T18:27:28.000+04:00
7070,Benjamin MAIRE,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:11.000+04:00,2025-10-18T09:11:23.000+04:00,2025-10-18T10:58:58.000+04:00,2025-10-18T13:08:25.000+04:00,2025-10-18T14:51:15.000+04:00,2025-10-18T17:04:59.000+04:00,2025-10-18T17:48:19.000+04:00,2025-10-18T18:27:31.000+04:00
7071,Nathalie NICOLAS,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:46.000+04:00,2025-10-18T08:56:45.000+04:00,2025-10-18T11:00:35.000+04:00,2025-10-18T13:08:23.000+04:00,2025-10-18T14:45:31.000+04:00,2025-10-18T17:04:33.000+04:00,2025-10-18T17:48:14.000+04:00,2025-10-18T18:28:06.000+04:00
7619,Christelle MENU,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:07.000+04:00,2025-10-18T08:56:35.000+04:00,2025-10-18T10:53:08.000+04:00,2025-10-18T12:51:01.000+04:00,2025-10-18T14:45:29.000+04:00,2025-10-18T17:07:45.000+04:00,2025-10-18T17:53:47.000+04:00,2025-10-18T18:28:11.000+04:00
7046,Gilles MORIN,FINISHER,M7 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:34.000+04:00,2025-10-18T08:50:45.000+04:00,2025-10-18T11:02:26.000+04:00,2025-10-18T12:56:27.000+04:00,2025-10-18T14:41:25.000+04:00,2025-10-18T17:04:49.000+04:00,2025-10-18T17:52:50.000+04:00,2025-10-18T18:28:12.000+04:00
7146,Mickael VALIEMEN,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:06.000+04:00,2025-10-18T08:49:47.000+04:00,2025-10-18T11:10:27.000+04:00,2025-10-18T13:01:10.000+04:00,2025-10-18T14:46:09.000+04:00,2025-10-18T17:17:21.000+04:00,2025-10-18T17:56:24.000+04:00,2025-10-18T18:28:30.000+04:00
7026,Sylvie DIORFLAR,FINISHER,M4 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:41.000+04:00,2025-10-18T09:01:46.000+04:00,2025-10-18T10:57:41.000+04:00,2025-10-18T12:51:05.000+04:00,2025-10-18T14:37:21.000+04:00,2025-10-18T17:05:43.000+04:00,2025-10-18T17:47:30.000+04:00,2025-10-18T18:28:56.000+04:00
7266,Marie Jocelyne PAROS,FINISHER,M3 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:39.000+04:00,2025-10-18T08:59:17.000+04:00,2025-10-18T10:58:35.000+04:00,2025-10-18T12:53:52.000+04:00,2025-10-18T14:51:50.000+04:00,2025-10-18T17:06:09.000+04:00,2025-10-18T17:48:01.000+04:00,2025-10-18T18:29:18.000+04:00
7328,Jean René BOUDOC,FINISHER,M5 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:03.000+04:00,2025-10-18T08:50:38.000+04:00,2025-10-18T10:45:10.000+04:00,2025-10-18T12:39:08.000+04:00,2025-10-18T14:27:22.000+04:00,2025-10-18T16:59:59.000+04:00,2025-10-18T17:48:35.000+04:00,2025-10-18T18:29:31.000+04:00
7083,Aurélien DURACHER,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:00.000+04:00,2025-10-18T08:42:20.000+04:00,2025-10-18T10:35:49.000+04:00,2025-10-18T12:35:33.000+04:00,2025-10-18T14:38:09.000+04:00,2025-10-18T17:10:44.000+04:00,2025-10-18T17:54:46.000+04:00,2025-10-18T18:32:58.000+04:00
7027,Angèle LEBLANC,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:06.000+04:00,2025-10-18T08:57:18.000+04:00,2025-10-18T10:55:16.000+04:00,2025-10-18T12:51:23.000+04:00,2025-10-18T15:04:09.000+04:00,2025-10-18T17:17:14.000+04:00,2025-10-18T17:54:34.000+04:00,2025-10-18T18:33:31.000+04:00
7195,Mickael RENE,FINISHER,M0 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:34.000+04:00,2025-10-18T08:48:27.000+04:00,2025-10-18T10:48:51.000+04:00,2025-10-18T12:49:17.000+04:00,2025-10-18T14:46:30.000+04:00,2025-10-18T17:10:25.000+04:00,2025-10-18T17:56:19.000+04:00,2025-10-18T18:34:07.000+04:00
7529,Francoise BRABANT,FINISHER,M6 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:34.000+04:00,2025-10-18T09:03:22.000+04:00,2025-10-18T11:13:02.000+04:00,2025-10-18T13:11:39.000+04:00,2025-10-18T15:01:41.000+04:00,2025-10-18T17:18:51.000+04:00,2025-10-18T17:57:45.000+04:00,2025-10-18T18:34:43.000+04:00
7150,Sébastien HUGUES,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:17.000+04:00,2025-10-18T08:50:11.000+04:00,2025-10-18T10:57:10.000+04:00,2025-10-18T12:56:20.000+04:00,2025-10-18T14:49:32.000+04:00,2025-10-18T17:15:50.000+04:00,2025-10-18T18:00:02.000+04:00,2025-10-18T18:35:21.000+04:00
7539,Julie GENNESSEAUX,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:10.000+04:00,2025-10-18T08:50:54.000+04:00,2025-10-18T10:49:46.000+04:00,2025-10-18T12:48:16.000+04:00,2025-10-18T14:47:28.000+04:00,2025-10-18T17:10:09.000+04:00,2025-10-18T17:55:51.000+04:00,2025-10-18T18:36:03.000+04:00
7364,Marion RIVALIN,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:28.000+04:00,2025-10-18T09:01:33.000+04:00,2025-10-18T11:03:04.000+04:00,2025-10-18T12:52:00.000+04:00,2025-10-18T14:55:43.000+04:00,2025-10-18T17:22:05.000+04:00,2025-10-18T18:01:23.000+04:00,2025-10-18T18:37:27.000+04:00
7188,Gerard FISNE,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:44.000+04:00,2025-10-18T08:56:59.000+04:00,2025-10-18T10:58:46.000+04:00,2025-10-18T13:07:17.000+04:00,2025-10-18T15:01:51.000+04:00,2025-10-18T17:17:38.000+04:00,2025-10-18T17:58:42.000+04:00,2025-10-18T18:37:31.000+04:00
7135,Marielle RONDET,FINISHER,M3 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:37.000+04:00,2025-10-18T08:52:03.000+04:00,2025-10-18T10:38:42.000+04:00,2025-10-18T12:41:54.000+04:00,2025-10-18T14:32:05.000+04:00,2025-10-18T17:12:10.000+04:00,2025-10-18T18:01:18.000+04:00,2025-10-18T18:38:15.000+04:00
7603,François SERGEANT,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:18.000+04:00,2025-10-18T08:48:51.000+04:00,2025-10-18T10:42:23.000+04:00,2025-10-18T12:39:33.000+04:00,2025-10-18T14:35:02.000+04:00,2025-10-18T17:07:02.000+04:00,2025-10-18T17:57:23.000+04:00,2025-10-18T18:38:15.000+04:00
7142,Sandrine MINATCHY,FINISHER,M2 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:46.000+04:00,2025-10-18T09:00:13.000+04:00,2025-10-18T10:58:42.000+04:00,2025-10-18T13:07:08.000+04:00,2025-10-18T14:57:38.000+04:00,2025-10-18T17:18:03.000+04:00,2025-10-18T18:02:01.000+04:00,2025-10-18T18:39:07.000+04:00
7521,Didier AH-KEN,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:14.000+04:00,2025-10-18T08:56:52.000+04:00,2025-10-18T10:48:58.000+04:00,2025-10-18T12:45:59.000+04:00,2025-10-18T14:30:23.000+04:00,2025-10-18T17:07:05.000+04:00,2025-10-18T17:54:27.000+04:00,2025-10-18T18:40:16.000+04:00
7237,Sandrine AH-KEN,FINISHER,M2 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:17.000+04:00,2025-10-18T08:56:56.000+04:00,2025-10-18T10:49:00.000+04:00,2025-10-18T12:46:09.000+04:00,2025-10-18T14:30:26.000+04:00,2025-10-18T17:07:09.000+04:00,2025-10-18T17:54:32.000+04:00,2025-10-18T18:40:24.000+04:00
7606,Jerome BLACHE,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:44.000+04:00,2025-10-18T08:49:56.000+04:00,2025-10-18T10:44:41.000+04:00,2025-10-18T12:40:50.000+04:00,2025-10-18T14:39:20.000+04:00,2025-10-18T17:15:34.000+04:00,2025-10-18T18:07:01.000+04:00,2025-10-18T18:40:40.000+04:00
7280,Mboahangy BAUDE,FINISHER,M3 F,FEMALE,MG,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:41.000+04:00,2025-10-18T08:44:16.000+04:00,2025-10-18T10:46:10.000+04:00,2025-10-18T12:54:13.000+04:00,2025-10-18T14:45:53.000+04:00,2025-10-18T17:13:40.000+04:00,2025-10-18T18:02:27.000+04:00,2025-10-18T18:41:03.000+04:00
7021,Eva ADAM,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:51.000+04:00,2025-10-18T09:03:33.000+04:00,2025-10-18T11:05:33.000+04:00,2025-10-18T12:56:20.000+04:00,2025-10-18T14:49:59.000+04:00,2025-10-18T17:21:29.000+04:00,2025-10-18T18:05:02.000+04:00,2025-10-18T18:41:14.000+04:00
7396,Pierre-Jean BREGEON,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:54.000+04:00,2025-10-18T08:48:46.000+04:00,2025-10-18T10:34:21.000+04:00,2025-10-18T13:02:34.000+04:00,2025-10-18T14:48:37.000+04:00,2025-10-18T17:07:55.000+04:00,2025-10-18T18:05:26.000+04:00,2025-10-18T18:41:52.000+04:00
7611,Franck HUET,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:28.000+04:00,2025-10-18T08:59:50.000+04:00,2025-10-18T10:56:09.000+04:00,2025-10-18T12:59:30.000+04:00,2025-10-18T14:52:52.000+04:00,2025-10-18T17:19:19.000+04:00,2025-10-18T18:03:09.000+04:00,2025-10-18T18:41:57.000+04:00
7515,Appolinaire Simon LAVERNAY,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:19.000+04:00,2025-10-18T08:55:05.000+04:00,2025-10-18T10:53:32.000+04:00,2025-10-18T12:46:48.000+04:00,2025-10-18T14:36:55.000+04:00,2025-10-18T17:20:25.000+04:00,2025-10-18T18:04:19.000+04:00,2025-10-18T18:42:40.000+04:00
7281,Christian BUNDY,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:47.000+04:00,2025-10-18T08:57:04.000+04:00,2025-10-18T10:51:13.000+04:00,2025-10-18T13:12:04.000+04:00,2025-10-18T15:03:46.000+04:00,2025-10-18T17:21:48.000+04:00,2025-10-18T18:04:22.000+04:00,2025-10-18T18:42:57.000+04:00
7650,Chloé LECONTE,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:34.000+04:00,2025-10-18T08:56:49.000+04:00,2025-10-18T10:54:09.000+04:00,2025-10-18T12:49:25.000+04:00,2025-10-18T15:02:00.000+04:00,2025-10-18T17:18:22.000+04:00,2025-10-18T18:03:11.000+04:00,2025-10-18T18:43:42.000+04:00
7227,Marie Line VANJY,FINISHER,M4 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:43:37.000+04:00,2025-10-18T09:08:39.000+04:00,2025-10-18T11:03:20.000+04:00,2025-10-18T13:04:22.000+04:00,2025-10-18T14:49:54.000+04:00,2025-10-18T17:19:43.000+04:00,2025-10-18T18:03:05.000+04:00,2025-10-18T18:43:55.000+04:00
7001,Mathilde VERON,FINISHER,M2 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:45.000+04:00,2025-10-18T08:59:29.000+04:00,2025-10-18T10:53:03.000+04:00,2025-10-18T12:40:33.000+04:00,2025-10-18T14:51:05.000+04:00,2025-10-18T17:11:20.000+04:00,2025-10-18T18:05:24.000+04:00,2025-10-18T18:44:05.000+04:00
7285,Mickaël RAVELLI,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:55.000+04:00,2025-10-18T08:48:19.000+04:00,2025-10-18T10:49:03.000+04:00,2025-10-18T12:54:18.000+04:00,2025-10-18T14:57:46.000+04:00,2025-10-18T17:20:54.000+04:00,2025-10-18T18:08:09.000+04:00,2025-10-18T18:44:13.000+04:00
7617,Brigitte MICHEL,FINISHER,M4 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:46.000+04:00,2025-10-18T09:04:13.000+04:00,2025-10-18T11:02:32.000+04:00,2025-10-18T13:05:27.000+04:00,2025-10-18T14:54:08.000+04:00,2025-10-18T17:14:16.000+04:00,2025-10-18T18:05:08.000+04:00,2025-10-18T18:44:25.000+04:00
7385,Lucie FOURQUIER,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:38.000+04:00,2025-10-18T08:59:09.000+04:00,2025-10-18T10:50:19.000+04:00,2025-10-18T13:09:37.000+04:00,2025-10-18T14:49:47.000+04:00,2025-10-18T17:13:29.000+04:00,2025-10-18T18:04:56.000+04:00,2025-10-18T18:44:26.000+04:00
7443,Sonny LEPERLIER,FINISHER,M5 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:00.000+04:00,2025-10-18T08:52:29.000+04:00,2025-10-18T10:51:06.000+04:00,2025-10-18T12:51:38.000+04:00,2025-10-18T14:50:17.000+04:00,2025-10-18T17:21:45.000+04:00,2025-10-18T18:06:34.000+04:00,2025-10-18T18:44:28.000+04:00
7462,Arnaud FOURQUIER,FINISHER,M1 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:39.000+04:00,2025-10-18T08:59:10.000+04:00,2025-10-18T10:50:24.000+04:00,2025-10-18T13:09:27.000+04:00,2025-10-18T14:49:57.000+04:00,2025-10-18T17:13:34.000+04:00,2025-10-18T18:04:54.000+04:00,2025-10-18T18:44:28.000+04:00
7133,Aurelie THOMARDEL,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:42:40.000+04:00,2025-10-18T09:10:03.000+04:00,2025-10-18T11:04:26.000+04:00,2025-10-18T12:57:25.000+04:00,2025-10-18T15:02:43.000+04:00,2025-10-18T17:19:53.000+04:00,2025-10-18T18:04:44.000+04:00,2025-10-18T18:46:03.000+04:00
7176,Maxime KEREBEL,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:57.000+04:00,2025-10-18T08:49:01.000+04:00,2025-10-18T10:46:23.000+04:00,2025-10-18T12:38:43.000+04:00,2025-10-18T14:27:57.000+04:00,2025-10-18T17:15:19.000+04:00,2025-10-18T18:09:50.000+04:00,2025-10-18T18:46:08.000+04:00
7411,Thierry BELLO,FINISHER,M3 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:16.000+04:00,2025-10-18T08:48:58.000+04:00,2025-10-18T10:36:12.000+04:00,2025-10-18T12:38:17.000+04:00,2025-10-18T14:34:57.000+04:00,2025-10-18T17:06:11.000+04:00,2025-10-18T18:01:06.000+04:00,2025-10-18T18:46:23.000+04:00
7433,Heliette HEEKENG,FINISHER,M5 F,FEMALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:03.000+04:00,2025-10-18T08:50:36.000+04:00,2025-10-18T10:38:56.000+04:00,2025-10-18T12:23:49.000+04:00,2025-10-18T14:17:14.000+04:00,2025-10-18T16:48:46.000+04:00,2025-10-18T17:36:58.000+04:00,2025-10-18T18:47:33.000+04:00
7040,Cannelle PHILLIPPS,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:37.000+04:00,2025-10-18T09:17:54.000+04:00,2025-10-18T11:05:16.000+04:00,2025-10-18T13:07:41.000+04:00,2025-10-18T15:15:41.000+04:00,2025-10-18T17:36:34.000+04:00,2025-10-18T18:14:05.000+04:00,2025-10-18T18:49:15.000+04:00
7254,Charles GAMBLIN,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:45.000+04:00,2025-10-18T08:58:07.000+04:00,2025-10-18T10:50:45.000+04:00,2025-10-18T12:47:14.000+04:00,2025-10-18T14:46:44.000+04:00,2025-10-18T17:21:42.000+04:00,2025-10-18T18:11:49.000+04:00,2025-10-18T18:49:23.000+04:00
7565,Jérémy AH-HEE-AYAN,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:44.000+04:00,2025-10-18T08:58:09.000+04:00,2025-10-18T10:50:42.000+04:00,2025-10-18T12:47:14.000+04:00,2025-10-18T14:46:43.000+04:00,2025-10-18T17:21:39.000+04:00,2025-10-18T18:11:48.000+04:00,2025-10-18T18:49:24.000+04:00
7366,Mathilde CHEVALLIER,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:11.000+04:00,2025-10-18T08:59:54.000+04:00,2025-10-18T10:49:10.000+04:00,2025-10-18T12:32:55.000+04:00,2025-10-18T15:00:43.000+04:00,2025-10-18T17:25:55.000+04:00,2025-10-18T18:12:16.000+04:00,2025-10-18T18:49:46.000+04:00
7317,Louis-Fréderic BAERT,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:29.000+04:00,2025-10-18T08:59:24.000+04:00,2025-10-18T11:06:23.000+04:00,2025-10-18T13:06:16.000+04:00,2025-10-18T14:57:16.000+04:00,2025-10-18T17:28:16.000+04:00,2025-10-18T18:15:18.000+04:00,2025-10-18T18:49:52.000+04:00
7051,Julie AGATHE,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:21.000+04:00,2025-10-18T09:06:49.000+04:00,2025-10-18T11:05:52.000+04:00,2025-10-18T12:59:48.000+04:00,2025-10-18T14:43:49.000+04:00,2025-10-18T17:14:01.000+04:00,2025-10-18T18:08:28.000+04:00,2025-10-18T18:50:33.000+04:00
7359,Nicolas PELTIER,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:34.000+04:00,2025-10-18T08:51:48.000+04:00,2025-10-18T10:41:20.000+04:00,2025-10-18T12:43:57.000+04:00,2025-10-18T14:42:44.000+04:00,2025-10-18T17:14:40.000+04:00,2025-10-18T18:10:54.000+04:00,2025-10-18T18:51:39.000+04:00
7505,Nicolas HOLDER,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:55.000+04:00,2025-10-18T08:50:59.000+04:00,2025-10-18T10:50:26.000+04:00,2025-10-18T13:00:17.000+04:00,2025-10-18T14:57:14.000+04:00,2025-10-18T17:28:41.000+04:00,2025-10-18T18:18:12.000+04:00,2025-10-18T18:52:14.000+04:00
7314,Rémy COURTOIS,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:55.000+04:00,2025-10-18T08:56:37.000+04:00,2025-10-18T10:54:38.000+04:00,2025-10-18T12:54:46.000+04:00,2025-10-18T14:42:38.000+04:00,2025-10-18T17:22:40.000+04:00,2025-10-18T18:13:04.000+04:00,2025-10-18T18:52:33.000+04:00
7335,Marine LE BRIS,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:42:21.000+04:00,2025-10-18T09:18:36.000+04:00,2025-10-18T11:09:44.000+04:00,2025-10-18T13:11:09.000+04:00,2025-10-18T15:07:23.000+04:00,2025-10-18T17:21:33.000+04:00,2025-10-18T18:12:32.000+04:00,2025-10-18T18:52:35.000+04:00
7161,Eric VANRENTERGHEM,FINISHER,M5 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:08.000+04:00,2025-10-18T08:57:00.000+04:00,2025-10-18T10:53:57.000+04:00,2025-10-18T12:48:33.000+04:00,2025-10-18T14:48:39.000+04:00,2025-10-18T17:22:37.000+04:00,2025-10-18T18:12:50.000+04:00,2025-10-18T18:53:35.000+04:00
7255,Juan Gerardo MARIN Y RODRIGUEZ,FINISHER,M4 H,MALE,ES,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:20.000+04:00,2025-10-18T08:52:47.000+04:00,2025-10-18T10:46:32.000+04:00,2025-10-18T12:51:48.000+04:00,2025-10-18T14:48:52.000+04:00,2025-10-18T17:22:44.000+04:00,2025-10-18T18:13:52.000+04:00,2025-10-18T18:54:28.000+04:00
